doc_id,Question,Answer,frequency
12.0,ازاي احمي البيوت بالمعادن؟,الحديد بيستخدم في مجال الروبوتات والأتمتة,1
12.0,ازاي احمي البيوت بالمعادن؟,الحديد بيستخدم في صناعة الألعاب والمعدات الرياضية. يعني,1
12.0,ازاي احمي البيوت بالمعادن؟,الحديد بيستخدم في صناعة الألعاب والمعدات الرياضية,1
12.0,ازاي احمي البيوت بالمعادن؟,الحديد بيستخدم في صناعة الأجهزة العلمية والمخبرية,1
12.0,ازاي احمي البيوت بالمعادن؟,بعض الآلات الموسيقية بتحتوي على أجزاء مصنوعة من الحديد,1
12.0,ازاي احمي البيوت بالمعادن؟,الحديد بيستخدم في تصنيع مكونات البنية التحتية للمياه. يعني,1
12.0,ازاي احمي البيوت بالمعادن؟,الحديد بيستخدم في الفنون التشكيلية والنحت,1
12.0,ازاي احمي البيوت بالمعادن؟,الحديد بيستخدم في الصناعات العسكرية كمان. يعني,1
12.0,ازاي احمي البيوت بالمعادن؟,الحديد بيستخدم في الصناعات الحرفية والتقليدية. يعني,1
12.0,ازاي احمي البيوت بالمعادن؟,الحديد بيستخدم في الصناعات الحرفية والتقليدية,1
12.0,ازاي احمي البيوت بالمعادن؟,"الحديد بيساعد الحرفيين في شغلهم.
وفي العالم",1
12.0,ازاي احمي البيوت بالمعادن؟,"الحديد بيتستخدم كمان في تصنيع الأقفال وأنظمة الأمان للمنازل والسيارات. ده بيضمن حماية أفضل وأمان أكثر للناس.
وكمان",1
12.0,ازاي احمي البيوت بالمعادن؟,"استخدام الحديد في صناعة الأبواب والشباك الأمنية عشان يوفر حماية أكبر للمنازل والمباني.
وكمان",1
12.0, عايزين نعرف المعادن في المركب بتساعد ازاي في اني انقل البضايع؟,فنانين ومصممين بيستخدموا الحديد في عمل تحف فنية وتصميمات مبتكرة,1
12.0, عايزين نعرف المعادن في المركب بتساعد ازاي في اني انقل البضايع؟,"فنانين بيستغلوا خواص الحديد في خلق أعمال فنية مميزة ومعبرة.
وكمان",1
12.0, عايزين نعرف المعادن في المركب بتساعد ازاي في اني انقل البضايع؟,فنانين بيستغلوا خواص الحديد في خلق أعمال فنية مميزة ومعبرة,1
12.0, عايزين نعرف المعادن في المركب بتساعد ازاي في اني انقل البضايع؟,"صناعة أجزاء وهياكل الروبوتات اللي بتستخدم في الصناعة والبحث العلمي.
وكمان",1
12.0, عايزين نعرف المعادن في المركب بتساعد ازاي في اني انقل البضايع؟,بيكون فيه تطوير لاستخدامات الحديد في مجال الفضاء. يعني,1
12.0,ازاي احمي البيوت بالمعادن؟,"اللي بتكون مهمة في النقل البحري والصيد.
وكمان",1
12.0,ازاي احمي البيوت بالمعادن؟,"بعض الآلات الموسيقية بتحتوي على أجزاء مصنوعة من الحديد.
وفي مصر",1
13.0, المعدن النفيس ده ليه فايدة إيه في البورصة والاستثمار؟,الذهب بيكون ليه دور مهم في الأسواق المالية,1
13.0, المعدن النفيس ده ليه فايدة إيه في البورصة والاستثمار؟,الذهب بيستخدم في مجال الأثاث وتصميم الديكور الداخلي. يعني,1
13.0, المعدن النفيس ده ليه فايدة إيه في البورصة والاستثمار؟,الذهب بيكون ليه دور في الصناعات الحرفية اليدوية,1
13.0, المعدن النفيس ده ليه فايدة إيه في البورصة والاستثمار؟,الذهب بيكون له دور في صناعة العملات والميداليات. يعني,1
13.0, المعدن النفيس ده ليه فايدة إيه في البورصة والاستثمار؟,الذهب بيكون له دور في صناعة العملات والميداليات,1
13.0, المعدن النفيس ده ليه فايدة إيه في البورصة والاستثمار؟,الذهب بيكون له دور في صناعة الديكورات والتحف الفنية. يعني,1
13.0, المعدن النفيس ده ليه فايدة إيه في البورصة والاستثمار؟,الذهب بيكون له دور في صناعة الديكورات والتحف الفنية,1
13.0, المعدن النفيس ده ليه فايدة إيه في البورصة والاستثمار؟,الذهب بيكون له دور في الهوايات والفنون التشكيلية,1
13.0, المعدن النفيس ده ليه فايدة إيه في البورصة والاستثمار؟,الذهب بيعتبر ملاذ آمن للمستثمرين,1
13.0, المعدن النفيس ده ليه فايدة إيه في البورصة والاستثمار؟,الذهب بيعتبر كمان رمز للجمال والأناقة في الموضة والأزياء. يعني,1
13.0, المعدن النفيس ده ليه فايدة إيه في البورصة والاستثمار؟,الذهب بيستخدم كمان في صناعة العطور ومستحضرات العناية بالبشرة. يعني,1
13.0, المعدن النفيس ده ليه فايدة إيه في البورصة والاستثمار؟,الذهب بيستخدم كمان في المجالات الطبية. يعني,1
13.0, المعدن النفيس ده ليه فايدة إيه في البورصة والاستثمار؟,الذهب بيستخدم في مجالات البحث العلمي والتكنولوجيا المتقدمة. يعني,1
13.0, المعدن النفيس ده ليه فايدة إيه في البورصة والاستثمار؟,الذهب بيستخدم في مجال السياحة والتراث. يعني,1
13.0, المعدن النفيس ده ليه فايدة إيه في البورصة والاستثمار؟,الذهب بيستخدم في مجال الساعات والمقتنيات الفاخرة. يعني,1
13.0, المعدن النفيس ده ليه فايدة إيه في البورصة والاستثمار؟,الذهب بيستخدم في الصناعات المختلفة. يعني,1
12.0,ازاي احمي البيوت بالمعادن؟,بيكون فيه استخدام للحديد في صناعة الألات الموسيقية. يعني,1
13.0, المعدن النفيس ده ليه فايدة إيه في البورصة والاستثمار؟,الذهب بيستخدم في الديكور والتصميم الداخلي. يعني,1
13.0, المعدن النفيس ده ليه فايدة إيه في البورصة والاستثمار؟,الذهب بيتم استخدامه في مجال الهندسة والتكنولوجيا. يعني,1
13.0, المعدن النفيس ده ليه فايدة إيه في البورصة والاستثمار؟,الذهب بيتم استخدامه في مجال الطب والعلاجات الطبية. يعني,1
13.0, المعدن النفيس ده ليه فايدة إيه في البورصة والاستثمار؟,"استخدام الذهب في صنع التحف الفنية والديكورات المنزلية الفاخرة.
وفي مصر",1
13.0, المعدن النفيس ده ليه فايدة إيه في البورصة والاستثمار؟,استخدام الذهب في تزيين الأثاث والديكورات الداخلية بيضيف لمسة من الفخامة والرقي,1
13.0, المعدن النفيس ده ليه فايدة إيه في البورصة والاستثمار؟,استخدام الذهب في الأعمال الفنية والحرف اليدوية زي الرسم والنحت,1
12.0,ازاي احمي البيوت بالمعادن؟,من الأوزان والبارات في الجيم للألعاب في الحدائق العامة,1
12.0,ازاي احمي البيوت بالمعادن؟,"فنانين بيستغلوا خواص الحديد في خلق أعمال فنية مميزة ومعبرة.
وكمان",1
12.0,ازاي احمي البيوت بالمعادن؟,"صناعة أجزاء وهياكل الروبوتات اللي بتستخدم في الصناعة والبحث العلمي.
وكمان",1
12.0,ازاي احمي البيوت بالمعادن؟,ده معدن أساسي في حياتنا اليومية وليه استخدامات متعددة. أول حاجة,1
12.0,ازاي احمي البيوت بالمعادن؟,بيكون فيه استخدامات مبتكرة للحديد في مجال الديكور. يعني,1
12.0,ازاي احمي البيوت بالمعادن؟,بيكون فيه استخدامات للحديد في الفن والتصميم. يعني,1
12.0,ازاي احمي البيوت بالمعادن؟,بيكون فيه استخدام للحديد في صناعة الدروع والتحف التاريخية. يعني,1
12.0, عايزين نعرف المعادن في المركب بتساعد ازاي في اني انقل البضايع؟,بيكون فيه استخدامات مبتكرة للحديد في مجال الديكور. يعني,1
